route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
City Centre To Lucerne Rd Via Benson Rd,3,,NZBML,60502-20170524122152_v54.17,,605
Swanson Train Station to Britomart Train Station,2,,AM,10233-20170524122152_v54.17,,WEST
Takapuna Grammar To Devonport Via Cheltenham,3,,RTH,08352-20170524122152_v54.17,,083
Bayswater Wharf To Takapuna,3,,RTH,80305-20170524122152_v54.17,,803
Rothesay Bay Shops To Westlake Schools,3,,NZBNS,01653-20170524122152_v54.17,,016
Pukekohe Train Station to Papakura Train Station,2,,AM,30113-20170524122152_v54.17,,PUK
Morningside Train Station to Swanson Train Station,2,,AM,10198-20170524122152_v54.17,,WEST
Albany Senior High To Greenhithe (Express),3,,RTH,11656-20170524122152_v54.17,,116X
Unsworth To Albany Primary,3,,RTH,06259-20170524122152_v54.17,,062
Mangere Town Centre To City Centre,3,,GBT,30901-20170524122152_v54.17,,309
Glenfield Mall To Midtown,3,,BTL,95503-20170524122152_v54.17,,955
Sancta Maria College To Botany Downs,3,,HE,08952-20170524122152_v54.17,,089
Swanson Train Station to Morningside Train Station,2,,AM,10155-20170524122152_v54.17,,WEST
Civic Centre To Blockhouse Bay Via Flyover,3,,NZBML,25804-20170524122152_v54.17,,258
Kingsland Train Station to Britomart Train Station,2,,AM,10169-20170524122152_v54.17,,WEST
Ranui To City Centre Via Swanson,3,,NZBGW,13601-20170524122152_v54.17,,136
Wiri Industrial Loop Anticlockwise,3,,RTH,36901-20170524122152_v54.17,,369
Beach Haven To Midtown Via Rangatira Rd,3,,BTL,97401-20170524122152_v54.17,,974
Papakura To De La Salle College,3,,RTH,05953-20170524122152_v54.17,,059
City Centre To Ranui Express,3,,NZBGW,13012-20170524122152_v54.17,,13X
Otahuhu Intermediate To Mangere Town Centre,3,,GBT,01260-20170524122152_v54.17,,012
Baradene College To Dannemora,3,,HE,01252-20170524122152_v54.17,,012
Midtown To Beach Haven Via Rangatira Rd (S),3,,BTL,97306-20170524122152_v54.17,,973
St Heliers To Epsom Schools,3,,NZBML,01457-20170524122152_v54.17,,014
Mayoral Dr To Bayswater Express,3,,RTH,80200-20170524122152_v54.17,,802X
New Lynn To Patiki Rd Via Rosebank Rd,3,,NZBGW,10201-20170524122152_v54.17,,102
Valley Rd to Civic Centre,3,,NZBML,26707-20170524122152_v54.17,,267
Hatfields Beach To Orewa Schools,3,,BAYES,00251-20170524122152_v54.17,,002
Mt Roskill To Remuera Schools,3,,NZBML,03151-20170524122152_v54.17,,031
Midtown To Verrans Corner,3,,BTL,97402-20170524122152_v54.17,,974
Manukau Train Station to Britomart Train Station,2,,AM,50153-20170524122152_v54.17,,EAST
Swanson Station to Waitakere Station (S),3,,NZBGW,13904-20170524122152_v54.17,,139
Outer Link Herne Bay To CBD Anticlockwise,3,,NZBML,72111-20170524122152_v54.17,,OUT
St Heliers To Baradene College,3,,NZBML,02157-20170524122152_v54.17,,021
Britomart To Glendowie North Via Tamaki Dr,3,,NZBML,76902-20170524122152_v54.17,,769
City Centre (Wellesley St) to Waiwera via HC Station,3,,NZBNS,99104-20170524122152_v54.17,,991X
MIT To Manurewa Interchange Via Mahia Rd,3,,RTH,36104-20170524122152_v54.17,,361
Long Bay To City Centre Express Via Albany Station,3,,NZBNS,87003-20170524122152_v54.17,,87X
Ellerslie To Glendowie College,3,,NZBML,07151-20170524122152_v54.17,,071
Owairoa Primary To Botany,3,,HE,31454-20170524122152_v54.17,,314
Pakuranga Plaza To Onehunga Via Penrose,3,,HE,35801-20170524122152_v54.17,,358
Waitakere Schools To Kelston,3,,RTH,03054-20170524122152_v54.17,,030
Mayoral Dr To Torbay Express,3,,NZBNS,85004-20170524122152_v54.17,,85X
New Lynn Interchange to City Centre,3,,NZBGW,13505-20170524122152_v54.17,,135
Mangere To Onehunga Schools,3,,GBT,05951-20170524122152_v54.17,,059
Papakura Train Station to Pukekohe Train Station,2,,AM,30112-20170524122152_v54.17,,PUK
Glen Innes To Pt Chevalier Via Selwyn Village,3,,NZBML,00711-20170524122152_v54.17,,007
Papatoetoe Town Hall To Papatoetoe Intermediate,3,,GBT,02651-20170524122152_v54.17,,026
Albany Primary To Unsworth,3,,RTH,06258-20170524122152_v54.17,,062
Long Bay To City Centre,3,,NZBNS,85801-20170524122152_v54.17,,858
Midtown To Blockhouse Bay Express Via New Windsor,3,,NZBML,24804-20170524122152_v54.17,,248X
Westlake Boys To Browns Bay,3,,NZBNS,03254-20170524122152_v54.17,,032
Downtown To Airport Via Dominion Rd,3,,ABEXP,30006-20170524122152_v54.17,,SKY
Birkdale Intermediate To Highbury,3,,BTL,02558-20170524122152_v54.17,,025
Auckland To Stanley Bay,4,,FGL,99312-20170524122152_v54.17,,SBAY
Lynfield To Civic Centre,3,,NZBML,26701-20170524122152_v54.17,,267
St Marys Primary To Bayview,3,,BTL,03654-20170524122152_v54.17,,036
Pt Chevalier To St Heliers Via Greenlane Hospital,3,,NZBML,00706-20170524122152_v54.17,,007
Westlake Boys To Manly,3,,NZBNS,04954-20170524122152_v54.17,,049
Westmere To Downtown Express,3,,NZBML,02003-20170524122152_v54.17,,020X
Swanson Train Station to Britomart Train Station,2,,AM,10235-20170524122152_v54.17,,WEST
Our Lady Star of the Sea School to Bucklands Beach,3,,HE,31351-20170524122152_v54.17,,313
Bayswater To Mayoral Dr Express,3,,RTH,80205-20170524122152_v54.17,,802X
Green Bay High To Kaurilands,3,,RTH,00552-20170524122152_v54.17,,005
Constellation Station To Akoranga Station Via Takapuna,3,,NZBNS,84301-20170524122152_v54.17,,843
Waiheke High School to Palm Beach,3,,WBC,09352-20170524122152_v54.17,,093
Kingsland Train Station to Britomart Train Station,2,,AM,10147-20170524122152_v54.17,,WEST
Glenfield To Westlake Schools,3,,NZBNS,00951-20170524122152_v54.17,,009
New Lynn To Forrest Hill Rd Via Glen Eden,3,,NZBGW,15602-20170524122152_v54.17,,156
Manukau Station To Botany Town Centre Via Preston Rd,3,,HE,35301-20170524122152_v54.17,,353
"HC Station to Orewa, via Silverdale and Red Beach Rd",3,,NZBNS,98402-20170524122152_v54.17,,984
Unsworth To Glenfield College,3,,BTL,07853-20170524122152_v54.17,,078
Rocky Bay To Matiatia Wharf,3,,WBC,00201-20170524122152_v54.17,,2
Torbay To Westlake Schools,3,,NZBNS,04155-20170524122152_v54.17,,041
Aviemore Dr To Burswood,3,,HE,31952-20170524122152_v54.17,,319
Takapuna To Bayswater Via Francis St,3,,RTH,80302-20170524122152_v54.17,,803
New Lynn To Blockhouse Bay Via Green Bay (U),3,,PC,19503-20170524122152_v54.17,,195
Verrans Corner To Midtown,3,,BTL,97303-20170524122152_v54.17,,973
Albany Loop Anticlockwise,3,,RTH,88001-20170524122152_v54.17,,880
Bucklands Beach To Britomart Via Newmarket And Half Moon Bay,3,,HE,55203-20170524122152_v54.17,,552
New Lynn Loop,3,,PC,18601-20170524122152_v54.17,,186
Seventh Day Adventist Primary To Mangere Bridge Shops,3,,GBT,00458-20170524122152_v54.17,,004
Civic Centre To Birkenhead Via Beach Haven And Glenfield Rd,3,,BTL,52908-20170524122152_v54.17,,N97
Howick To Sacred Heart College,3,,HE,01651-20170524122152_v54.17,,016
Long Bay To Mayoral Dr Via Crown Hill,3,,NZBNS,83901-20170524122152_v54.17,,839
Te Atatu Shops To Westgate Shopping Centre,3,,RTH,08202-20170524122152_v54.17,,082
Britomart To Albany Station,3,,RTH,10002-20170524122152_v54.17,,NEX
Westgate To Henderson Via Massey East,3,,RTH,09005-20170524122152_v54.17,,090
Civic Centre To Howick Via Pakuranga,3,,HE,52500-20170524122152_v54.17,,N50
Henderson To City Centre Via Kelston,3,,NZBGW,11301-20170524122152_v54.17,,113
Waiheke Island 2 To Auckland 2 Via Devonport,4,,FGL,98021-20170524122152_v54.17,,MTIA
Britomart To Glen Innes Centre Via Mission Bay,3,,NZBML,74502-20170524122152_v54.17,,745
Inner Link Newmarket To CBD Clockwise,3,,NZBML,79904-20170524122152_v54.17,,INN
Inner Link Anticlockwise,3,,NZBML,79801-20170524122152_v54.17,,INN
Papakura Train Station to Britomart Train Station,2,,AM,20423-20170524122152_v54.17,,STH
Herne Bay To Epsom Girls Grammar,3,,NZBML,02351-20170524122152_v54.17,,023
Avondale College To New Lynn,3,,NZBGW,11554-20170524122152_v54.17,,115
Newmarket To St Heliers Via Mission Bay,3,,NZBML,77102-20170524122152_v54.17,,771
Beach Haven To Northcote Schools,3,,BTL,01459-20170524122152_v54.17,,014
City Centre to Westgate Via Massey East and Lincoln Rd,3,,RTH,09102-20170524122152_v54.17,,091
Inner Link K Rd To CBD Clockwise,3,,NZBML,79906-20170524122152_v54.17,,INN
Edgewater College To Glen Innes,3,,HE,32052-20170524122152_v54.17,,320
Henderson To Te Atatu Full Loop,3,,NZBGW,04903-20170524122152_v54.17,,049
Britomart To Glen Innes Via Khyber Pass Rd And Remuera Rd (S,3,,NZBML,62506-20170524122152_v54.17,,625
Downtown To International Airport Via Mt Eden Rd,3,,ABEXP,30004-20170524122152_v54.17,,SKY
City Centre To Westgate Via Don Buck Rd,3,,RTH,08102-20170524122152_v54.17,,081
Ranui To City Centre,3,,NZBGW,08701-20170524122152_v54.17,,087
Britomart Train Station to Manukau Train Station,2,,AM,50140-20170524122152_v54.17,,EAST
Albany Junior High To Greenhithe (Express),3,,RTH,11654-20170524122152_v54.17,,116X
Auckland Grammar To Remuera,3,,NZBML,00952-20170524122152_v54.17,,009
Sylvia Park To New Lynn Via Blockhouse Bay Shops,3,,PC,00905-20170524122152_v54.17,,009
Papakura Train Station to Britomart Train Station,2,,AM,20435-20170524122152_v54.17,,STH
Westlake Schools To Sunnynook,3,,NZBNS,05254-20170524122152_v54.17,,052
Waiwera To HC Station,3,,NZBNS,98105-20170524122152_v54.17,,981
Midtown To New Lynn Via Sandringham Road And St Lukes,3,,NZBML,23302-20170524122152_v54.17,,233
City Centre To Onehunga Express Via One Tree Hill,3,,NZBML,31006-20170524122152_v54.17,,31X
"Gulf Harbour to HC Station via Manly shops, Vipond Rd, Red B",3,,NZBNS,98301-20170524122152_v54.17,,983
Onehunga Train Station to Britomart Train Station,2,,AM,40067-20170524122152_v54.17,,ONE
Forrest Hill Rd To New Lynn Via Glen Eden,3,,NZBGW,15601-20170524122152_v54.17,,156
Beach Haven Wharf To Takapuna Via Rangatira Rd,3,,BTL,97607-20170524122152_v54.17,,976
Blockhouse Bay To New Lynn Via Green Bay (N),3,,NZBGW,19514-20170524122152_v54.17,,195
Westlake Schools To Silverdale,3,,NZBNS,04556-20170524122152_v54.17,,045
Beach Haven To Albany Station Via Massey University,3,,BTL,95703-20170524122152_v54.17,,957
Bayview To Westlake Girls,3,,BTL,01557-20170524122152_v54.17,,015
Epsom Girls Grammar to Waikowhai,3,,NZBML,03252-20170524122152_v54.17,,032
Golflands To Farm Cove Intermediate,3,,HE,07851-20170524122152_v54.17,,078
Midtown To Beach Haven Via Rangatira Rd,3,,BTL,97304-20170524122152_v54.17,,973
Henderson to City Centre Via Te Atatu Peninsula,3,,NZBGW,04901-20170524122152_v54.17,,049
Long Bay College To Pinehill,3,,NZBNS,07156-20170524122152_v54.17,,071
Rosehill College To Wattle Downs,3,,RTH,05656-20170524122152_v54.17,,056
"Orewa to HC Station, via Maygrove, Red Beach and Silverdale",3,,NZBNS,98401-20170524122152_v54.17,,984
Beach Haven To Takapuna Via Hospital,3,,BTL,97603-20170524122152_v54.17,,976
City Centre To Henderson Via Kelston,3,,NZBGW,11302-20170524122152_v54.17,,113
St Josephs To Silverdale Express,3,,RTH,04662-20170524122152_v54.17,,046
Whenuapai To North Shore Schools,3,,PBC,32851-20170524122152_v54.17,,328
North Park To Britomart Express,3,,HE,55103-20170524122152_v54.17,,551X
Highbury To Northcote Point,3,,BTL,96004-20170524122152_v54.17,,960
Downtown To St Marys College,3,,NZBML,01251-20170524122152_v54.17,,012
Arkles Bay to The Plaza,3,,NZBNS,98701-20170524122152_v54.17,,987
Te Atatu Intermediate To Glendene Via Henderson,3,,RTH,02256-20170524122152_v54.17,,022
Swanson To City Centre Via New Lynn,3,,NZBGW,13501-20170524122152_v54.17,,135
Bucklands Beach To Britomart Express Via Half Moon Bay,3,,HE,55403-20170524122152_v54.17,,554X
Takapuna To Devonport Via Narrow Neck (N),3,,NZBNS,81302-20170524122152_v54.17,,813
New Lynn To City Centre Via Green Bay Blockhouse Bay Rd (N),3,,NZBGW,19511-20170524122152_v54.17,,195
Middlemore To Seventh Day Adventist Primary,3,,GBT,05155-20170524122152_v54.17,,051
Takapuna Schools to Massey & West Harbour,3,,PBC,32952-20170524122152_v54.17,,329
Constellation Station To Epsom And Remuera Schools,3,,NZBML,06456-20170524122152_v54.17,,064
Newmarket To Te-Papapa,3,,NZBML,39004-20170524122152_v54.17,,390
Britomart To Glen Innes Via Parnell And Remuera Rd,3,,NZBML,64502-20170524122152_v54.17,,645
Onehunga To New Lynn,3,,PC,00901-20170524122152_v54.17,,009
Ormiston To Papatoetoe Station Via Otara,3,,GBT,31401-20170524122152_v54.17,,314
Royal Oak Intermediate To Favona,3,,GBT,00162-20170524122152_v54.17,,001
Middlemore Hospital To Papatoetoe Schools,3,,GBT,02751-20170524122152_v54.17,,027
Birkenhead Wharf To Albany Station Via Highbury,3,,BTL,95701-20170524122152_v54.17,,957
Mayoral Dr To Long Bay Via Forrest Hill,3,,NZBNS,87902-20170524122152_v54.17,,879
Morningside Train Station to Swanson Train Station,2,,AM,10210-20170524122152_v54.17,,WEST
Matiatia Wharf To Onetangi Direct,3,,WBC,00402-20170524122152_v54.17,,4
Ponsonby Intermediate To Sandringham,3,,NZBGW,01056-20170524122152_v54.17,,010
Weymouth And Wattle Downs To Manurewa High,3,,RTH,00453-20170524122152_v54.17,,004
City Centre To New Lynn V BlockhouseBay Road And GreenBay(N),3,,NZBGW,19512-20170524122152_v54.17,,195
St Marys College To City Centre,3,,NZBML,01262-20170524122152_v54.17,,012
Selwyn College To Ellerslie Shops,3,,NZBML,04658-20170524122152_v54.17,,046
Northcote College To Wairau Rd,3,,BTL,01554-20170524122152_v54.17,,015
KingsWay School To East Coast Rd,3,,BAYES,00862-20170524122152_v54.17,,008
St Johns School To Pinehill,3,,NZBNS,06056-20170524122152_v54.17,,060
McAuley High To Onehunga Via Mangere And Mangere Bridge,3,,GBT,03458-20170524122152_v54.17,,034
Westlake Boys To Beach Haven,3,,BTL,00660-20170524122152_v54.17,,006
Selwyn College To Meadowbank,3,,NZBML,05558-20170524122152_v54.17,,055
Epsom Schools To Parnell,3,,NZBML,02952-20170524122152_v54.17,,029
St Heliers To Eastridge Via Mission Bay,3,,NZBML,77107-20170524122152_v54.17,,771
St Marys Primary To Beach Haven,3,,BTL,03552-20170524122152_v54.17,,035
Somerville Intermediate To Kilkenny Dr,3,,HE,31852-20170524122152_v54.17,,318
St Heliers To Epsom Schools Via St Johns Rd,3,,NZBML,01655-20170524122152_v54.17,,016
Wairau Valley To Westlake Schools,3,,NZBNS,01857-20170524122152_v54.17,,018
Kelston Schools To Te Atatu,3,,RTH,01752-20170524122152_v54.17,,017
Henderson To New Lynn Via Great North Rd,3,,NZBGW,11303-20170524122152_v54.17,,113
Mayoral Dr To Constellation Station Express Via Sunnynook,3,,NZBNS,87304-20170524122152_v54.17,,873X
Birkenhead College And Birkdale Intermediate To Chivalry Rd,3,,BTL,00260-20170524122152_v54.17,,002
Rangitoto College To Sunnynook,3,,NZBNS,02856-20170524122152_v54.17,,028
Bucklands Beach To Panmure Via Vivian Wilson Dr,3,,HE,55215-20170524122152_v54.17,,552
Constellation Station To Long Bay Via Browns Bay,3,,RTH,88602-20170524122152_v54.17,,886
Mt Wellington To St Marys School (Ellerslie),3,,NZBML,06353-20170524122152_v54.17,,063
New Lynn To Takapuna,3,,RTH,13002-20170524122152_v54.17,,130
Midtown To New Lynn Via Sandringham Rd and Blockhouse Bay,3,,NZBML,24902-20170524122152_v54.17,,249
Kingsland Train Station to Britomart Train Station,2,,AM,10171-20170524122152_v54.17,,WEST
Mt Roskill To Civic Centre Via Flyover,3,,NZBML,26705-20170524122152_v54.17,,267
Papakura Train Station to Britomart Train Station,2,,AM,20439-20170524122152_v54.17,,STH
Britomart To Westmere Via Wellington St,3,,NZBML,02002-20170524122152_v54.17,,020
Britomart To Glen Innes And Glendowie College Via Remuera Rd,3,,NZBML,62504-20170524122152_v54.17,,625
Takanini Station To Papakura Interchange,3,,RTH,37101-20170524122152_v54.17,,371
Onehunga High To Mangere Bridge,3,,GBT,00354-20170524122152_v54.17,,003
Clendon to Manurewa and Greenmeadows,3,,RTH,00255-20170524122152_v54.17,,002
Britomart To Eastern Beach Express Via Tamaki Campus,3,,HE,55302-20170524122152_v54.17,,553X
New Lynn To City Centre Express Via Owairaka,3,,NZBML,24305-20170524122152_v54.17,,243X
Civic Centre To Blockhouse Bay Express,3,,NZBML,25800-20170524122152_v54.17,,258X
Britomart To Bucklands Beach Via Newmarket And Half Moon Bay,3,,HE,55204-20170524122152_v54.17,,552
Mayoral Dr To Greenhithe Express,3,,RTH,95602-20170524122152_v54.17,,956
Otahuhu To New Lynn,3,,PC,00803-20170524122152_v54.17,,008
Onewa To Auckland,3,,BTL,52907-20170524122152_v54.17,,N97
Glenfield To Takapuna Via Marlborough,3,,RTH,94502-20170524122152_v54.17,,945
Henderson To City Centre Via Glen Eden And Solar Rd,3,,NZBGW,15401-20170524122152_v54.17,,154
Newmarket To Beach Haven Via Ponsonby,3,,BTL,96602-20170524122152_v54.17,,966
St Johns School To Milford,3,,NZBNS,05456-20170524122152_v54.17,,054
Belmont Intermediate To Devonport,3,,RTH,08452-20170524122152_v54.17,,084
French Bay To Glen Eden Intermediate,3,,RTH,02551-20170524122152_v54.17,,025
New Lynn To Blockhouse Bay Intermediate,3,,RTH,00851-20170524122152_v54.17,,008
Rutherford College To Glendene,3,,RTH,01352-20170524122152_v54.17,,013
Hobsonville to Auckland via Beach Haven,4,,360D,96017-20170524122152_v54.17,,HOBS
McAuley High To Otara Town Centre,3,,GBT,03152-20170524122152_v54.17,,031
Long Bay College To Browns Bay Shops,3,,NZBNS,07052-20170524122152_v54.17,,070
Blockhouse Bay To Civic Centre Via Flyover,3,,NZBML,25803-20170524122152_v54.17,,258
City To Papakura Via Great South Rd,3,,RTH,11008-20170524122152_v54.17,,N11
Auckland Grammar To Remuera Via Benson Rd,3,,NZBML,01052-20170524122152_v54.17,,010
Britomart To Glen Innes Via Meadowbank And Parnell,3,,NZBML,65502-20170524122152_v54.17,,655
Pt Chevalier To City Centre,3,,NZBML,03001-20170524122152_v54.17,,030
Gulf Harbour Ferry to The Plaza via Shakespear Regional Park,3,,NZBNS,98801-20170524122152_v54.17,,988
Albany Station To Britomart (S),3,,RTH,10007-20170524122152_v54.17,,NEX
Papatoetoe Intermediate To Puhinui,3,,GBT,02652-20170524122152_v54.17,,028
Westlake Girls To Silverdale,3,,NZBNS,04452-20170524122152_v54.17,,044
Gulf Harbour To Whangaparaoa College,3,,BAYES,02051-20170524122152_v54.17,,020
Britomart to Sylvia Park via Ruawai Rd and Ellerslie,3,,NZBML,50502-20170524122152_v54.17,,505
Newmarket To Albany Station,3,,NZBNS,88104-20170524122152_v54.17,,881
City Centre To Lynfield Via Dominion Rd (S),3,,NZBML,52210-20170524122152_v54.17,,N26
Mt Wellington To Otahuhu Schools,3,,GBT,03553-20170524122152_v54.17,,035
Manukau Station To Howick Via Botany Town Centre,3,,HE,58001-20170524122152_v54.17,,580
Onehunga To Manukau Via Airport,3,,GBT,38012-20170524122152_v54.17,,380
City Centre To Henderson Express Via Glen Eden,3,,NZBGW,15012-20170524122152_v54.17,,15X
Glen Eden Intermediate To French Bay,3,,RTH,02552-20170524122152_v54.17,,025
Glen Innes Centre To Britomart Via Panmure And Ellerslie,3,,NZBML,59501-20170524122152_v54.17,,595
New Lynn To Henderson Via Great North Rd,3,,NZBGW,11304-20170524122152_v54.17,,113
Takapuna To Verrans Corner,3,,BTL,97502-20170524122152_v54.17,,975
Mayoral Dr To Long Bay,3,,NZBNS,85802-20170524122152_v54.17,,858
Takapuna To Bayswater,3,,RTH,80306-20170524122152_v54.17,,803
Westlake Boys To Campbells Bay,3,,NZBNS,05356-20170524122152_v54.17,,053
Britomart to Sylvia Park,3,,NZBML,71902-20170524122152_v54.17,,719
Onehunga To City Centre,3,,NZBML,30201-20170524122152_v54.17,,302
Akoranga Station To Constellation Station Via Takapuna,3,,NZBNS,84302-20170524122152_v54.17,,843
Bucklands Beach To Britomart Express Via Tamaki Campus,3,,HE,55401-20170524122152_v54.17,,554X
City Centre To Mt Albert V Sandringham And BlockhouseBay (S),3,,NZBML,52208-20170524122152_v54.17,,N24
Westlake Boys To Totara Vale,3,,NZBNS,04852-20170524122152_v54.17,,048
Henderson Train Station to Britomart Train Station,2,,AM,10111-20170524122152_v54.17,,WEST
Manukau Station To Weymouth Via Great South Rd,3,,RTH,36202-20170524122152_v54.17,,362
Britomart to Otahuhu Express,3,,NZBML,52006-20170524122152_v54.17,,52X
Westlake Boys To Northcross,3,,NZBNS,03354-20170524122152_v54.17,,033
New Lynn To City Centre not stopping at Richardson Tavern,3,,NZBML,24909-20170524122152_v54.17,,249
Carmel College To Beach Haven via Lake Rd 1,3,,BTL,02760-20170524122152_v54.17,,027
Britomart Train Station to Papakura Train Station,2,,AM,20326-20170524122152_v54.17,,STH
Eastern Beach To Britomart Express Via Tamaki Campus,3,,HE,55301-20170524122152_v54.17,,553X
Devonport To Auckland,4,,FGL,92011-20170524122152_v54.17,,DEV
Westlake Schools To Glenfield.,3,,NZBNS,00958-20170524122152_v54.17,,009
Beachlands And Maraetai To Botany Town Centre Via Flat Bush,3,,HE,58903-20170524122152_v54.17,,589
Pine Harbour To Auckland,4,,SLPH,99011-20170524122152_v54.17,,PINE
De La Salle College To Otara,3,,GBT,04654-20170524122152_v54.17,,046
McAuley High To Papakura,3,,RTH,05552-20170524122152_v54.17,,055
Hobsonville To Henderson,3,,RTH,09203-20170524122152_v54.17,,092
Cockle Bay To Britomart Via Newmarket,3,,HE,55001-20170524122152_v54.17,,550
Inner Link Ponsonby To CBD Anticlockwise,3,,NZBML,79807-20170524122152_v54.17,,INN
Outer Link Newmarket To CBD Clockwise,3,,NZBML,73110-20170524122152_v54.17,,OUT
Panmure To Manukau Station Via East Tamaki,3,,HE,35202-20170524122152_v54.17,,352
Windy Ridge To Universities,3,,BTL,95301-20170524122152_v54.17,,953
Weymouth To Manukau Station Via Great South Rd,3,,RTH,36201-20170524122152_v54.17,,362
Swanson Station to Waitakere Station,3,,NZBGW,13902-20170524122152_v54.17,,139
Torbay To City Centre Express Via Forrest Hill,3,,NZBNS,87705-20170524122152_v54.17,,877X
Lynfield To Auckland Grammar And St Peters,3,,NZBML,09951-20170524122152_v54.17,,099
Rosebank Rd To City Centre Express,3,,NZBGW,22103-20170524122152_v54.17,,221X
Kohimarama To Remuera Intermediate,3,,NZBML,05553-20170524122152_v54.17,,055
Britomart Train Station to Manukau Train Station,2,,AM,50158-20170524122152_v54.17,,EAST
Henderson To Westgate Via Massey East,3,,RTH,09006-20170524122152_v54.17,,090
Glen Innes Express To Britomart,3,,NZBML,71503-20170524122152_v54.17,,715X
Windy Ridge To Takapuna,3,,NZBNS,91303-20170524122152_v54.17,,913
De La Salle College To Papakura,3,,RTH,05952-20170524122152_v54.17,,059
Greenhithe To Albany Junior High (Express),3,,RTH,11657-20170524122152_v54.17,,116X
Te Papapa To City Centre,3,,NZBML,39001-20170524122152_v54.17,,390
Manly To HC Station,3,,NZBNS,98205-20170524122152_v54.17,,982
Sacred Heart College To Glen Innes Village,3,,NZBML,00762-20170524122152_v54.17,,007
Whangaparaoa College To Gulf Harbour School,3,,BAYES,01959-20170524122152_v54.17,,019
Gulf Harbour To Westlake Girls And Carmel College,3,,NZBNS,04751-20170524122152_v54.17,,047
Britomart Train Station to Papakura Train Station,2,,AM,20310-20170524122152_v54.17,,STH
"HC Station to Gulf Harbour via Silverdale, Red Beach, Vipond",3,,NZBNS,98302-20170524122152_v54.17,,983
Hobsonville Point Wharf To Westgate,3,,RTH,09207-20170524122152_v54.17,,092
Swanson Train Station to Newmarket Train Station,2,,AM,10227-20170524122152_v54.17,,WEST
New Lynn To City Centre Via Sandringham Rd,3,,NZBML,24301-20170524122152_v54.17,,243
Kedgley Intermediate To Puhinui,3,,GBT,00154-20170524122152_v54.17,,001
Highbury To Midtown,3,,BTL,97307-20170524122152_v54.17,,973
Papakura Interchange To Waiuku,3,,RTH,39502-20170524122152_v54.17,,395
Kingsway School To Gulf Harbour,3,,BAYES,01256-20170524122152_v54.17,,012
Onehunga Train Station to Britomart Train Station,2,,AM,40017-20170524122152_v54.17,,ONE
Civic Centre To Blockhouse Bay,3,,NZBML,25802-20170524122152_v54.17,,258
Balmoral To Sacred Heart College,3,,NZBML,00753-20170524122152_v54.17,,007
Botany Town Centre To Britomart Via Ti Rakau Dr,3,,HE,50005-20170524122152_v54.17,,500
City Centre To Henderson Via Glen Eden And Rosier Rd (S),3,,NZBGW,15306-20170524122152_v54.17,,153
Army Bay To Orewa College,3,,BAYES,00451-20170524122152_v54.17,,004
Auckland To Birkenhead Via Bayswater and Northcote Point,4,,FGL,91016-20170524122152_v54.17,,BIRK
Mangere Town Centre To Seaside Park Via Otahuhu,3,,GBT,32411-20170524122152_v54.17,,324
Waiheke Island 1 To Auckland 2 Via Devonport,4,,FGL,98017-20170524122152_v54.17,,MTIA
Henderson To Rutherford College,3,,RTH,01453-20170524122152_v54.17,,014
Patiki Rd To New Lynn Via Rosebank Rd,3,,NZBGW,10202-20170524122152_v54.17,,102
New Lynn To Laingholm,3,,RTH,17102-20170524122152_v54.17,,171
Takapuna To Windy Ridge Via North Shore Hospital,3,,NZBNS,91302-20170524122152_v54.17,,913
Devonport Wharf To Cheltenham And Return,3,,RTH,77901-20170524122152_v54.17,,779
Blockhouse Bay to City Centre,3,,PC,19505-20170524122152_v54.17,,195
Waiuku To Pukekohe Interchange Via Kitchener Rd And Patumaho,3,,RTH,39603-20170524122152_v54.17,,396
Swanson Train Station to Britomart Train Station,2,,AM,10239-20170524122152_v54.17,,WEST
Rangitoto College To Torbay,3,,NZBNS,06160-20170524122152_v54.17,,061
Parrs Park To City Centre Express Via Te Atatu South,3,,NZBGW,07011-20170524122152_v54.17,,07X
Rosehill College To Conifer Grove,3,,RTH,05556-20170524122152_v54.17,,055
New Lynn To Sturges Rd Via Sunnyvale,3,,NZBGW,14902-20170524122152_v54.17,,149
Beach Haven To Midtown Via Rangatira Rd And Highbury Bypass,3,,BTL,97405-20170524122152_v54.17,,974
Otahuhu Train Station to Britomart Train Station,2,,AM,50173-20170524122152_v54.17,,EAST
Baverstock Rd To Howick Schools,3,,HE,31753-20170524122152_v54.17,,317
Rosehill College To Homai,3,,RTH,05852-20170524122152_v54.17,,058
Birkenhead To Auckland Via Northcote Point,4,,FGL,91011-20170524122152_v54.17,,BIRK
Mayoral Dr To Westgate Express Via Greenhithe,3,,RTH,95606-20170524122152_v54.17,,956
380 Queen St To Airport Via Mt Eden Rd,3,,ABEXP,30010-20170524122152_v54.17,,SKY
Britomart Train Station to Onehunga Train Station,2,,AM,40056-20170524122152_v54.17,,ONE
Mission Heights To Britomart Via Botany Town Centre,3,,HE,50001-20170524122152_v54.17,,500
Britomart To Botany Town Centre Via Ti Rakau Dr,3,,HE,50004-20170524122152_v54.17,,500
Westwell Rd To Devonport Via Ngataringa Rd,3,,RTH,81502-20170524122152_v54.17,,815
Pakuranga College To Pakuranga,3,,HE,32752-20170524122152_v54.17,,327
Highland Park To Sancta Maria College,3,,HE,01851-20170524122152_v54.17,,018
